n_provincia	n_partido	n_localidad	n_barrio	n_calle	n_numero	n_CP
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AV GRAL JUAN M DE PUEYRREDON	2434	1119
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	MANUEL JOSE BAEZ	725	1426
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	LIBERTAD	1247	1012
SANTA FE	ROSARIO	ROSARIO	CENTRO	PRES GRAL J A ROCA	150	2000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	DEFENSA	363	1065
TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	CENTRO	24 DE SEPTIEMBRE	785	4000
BUENOS AIRES	CAMPANA	CAMPANA	LA ARGENTINA	AV CNEL LARRABURE	1344	2804
BUENOS AIRES	AVELLANEDA	AVELLANEDA		BERUTI	53	1870
BUENOS AIRES	VICENTE LOPEZ	FLORIDA		AYACUCHO	685	1602
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	JUNCAL	1624	1062
SANTA FE		SAN JUSTO		IRIONDO	1918	3040
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	RECONQUISTA	132	1003
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BOEDO	INCLAN	4185	1258
BUENOS AIRES	LANUS	LANUS OESTE	VILLA CARAZA	CHUBUT	3268	1824
BUENOS AIRES	LA PLATA	LA PLATA	NORTE	CALLE 40	1236	1900
CORDOBA	CAPITAL	CORDOBA	TALLERES SUD	SOFIA C DE LUQUE	2355	5014
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	JURAMENTO	3146	1428
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	LA PAMPA	1979	1428
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA GENERAL MITRE	GRAL CESAR DIAZ	2676	1416
SANTA FE	LA CAPITAL	SANTA FE		PADRE Y DOCTOR SAN JERONIMO	2930	3000
CORDOBA	RIO CUARTO	RIO CUARTO	CENTRO	ITUZAINGO	721	5800
CORDOBA	GENERAL SAN MARTIN	VILLA NUEVA		DR M BELGRANO	297	5903
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	COMBATE DE LOS POZOS	23	1079
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	MONTIEL	2487	1440
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEL PARQUE	SAN NICOLAS	2791	1417
BUENOS AIRES	AVELLANEDA	GERLI		GRAL LACARRA	1499	1870
MENDOZA	CAPITAL	MENDOZA		REP DEL BRASIL	144	5500
BUENOS AIRES	OLAVARRIA	OLAVARRIA	LUJAN	A BARROS	3731	7400
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BOCA	AV M GARCIA	320	1165
TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	CENTRO	COMBATE DE SAN LORENZO	341	4000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AV ALVEAR	1807	1129
MENDOZA	CAPITAL	MENDOZA		9 DE JULIO	500	5500
CORDOBA	CAPITAL	CORDOBA	LAS ROSAS	VIDELA DEL PINO	3150	5009
BUENOS AIRES		CASTELAR		SANTA ROSA	1913	1712
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA SOLDATI	PJE BARCELONA	2821	1437
BUENOS AIRES	JUNIN	JUNIN	9 DE JULIO	ALVAREZ RODRIGUEZ	149	6000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AV SANTA FE	1799	1060
SANTA FE	ROSARIO	ROSARIO	BELGRANO	AV PROVINCIAS UNIDAS	410	2008
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	SAN MARTIN	686	1004
CORDOBA	CAPITAL	CORDOBA	PROVIDENCIA	BV CASTRO BARROS	801	5000
CORDOBA	RIO SEGUNDO	LAGUNA LARGA		AV GRAL PAZ	775	5974
