n_provincia	n_partido	n_localidad	n_barrio	n_calle	n_numero	n_CP
CORDOBA	TERCERO ARRIBA	HERNANDO		12 DE OCTUBRE	80	5929
BUENOS AIRES	MORON	MORON		LA ROCHE	777	1708
MENDOZA	MAIPU	MAIPU		P PESCARA	190	5515
CORDOBA	CAPITAL	CORDOBA	SAN MARTIN	BV LOS GRANADEROS	1905	5008
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	AV CALLAO	468	1022
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	COLEGIALES	CIUDAD DE LA PAZ	778	1426
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE CHACABUCO	PUAN	792	1406
BUENOS AIRES	FLORENCIO VARELA	FLORENCIO VARELA	VILLA ANGELICA	G MISTRAL	2235	1888
BUENOS AIRES	LANUS	LANUS OESTE	VILLA CARAZA	M CASTRO	4840	1824
SANTA FE	ROSARIO	GRANADERO BAIGORRIA		MORENO	167	2152
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	PIEDRAS	383	1070
BUENOS AIRES	NECOCHEA	NECOCHEA		CALLE 56	3121	7630
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	NUEVA POMPEYA	CORRALES	1394	1437
BUENOS AIRES	TRES DE FEBRERO	CIUDADELA		AV GAONA	4385	1702
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORESTA	E LAMARCA	406	1407
BUENOS AIRES	MORON	CASTELAR		BV J MANUEL DE ROSAS	658	1712
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	CUCHA CUCHA	1995	1416
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE CHAS	JUAN C DEL CAMPILLO	2728	1427
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA URQUIZA	JOSE P TAMBORINI	5010	1431
BUENOS AIRES	GENERAL PUEYRREDON	MAR DEL PLATA	LAS AVENIDAS	J MARTI	798	7608
SIN PROVINCIA		SIN LOCALIDAD		PELLEGRINI		5400
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BARRACAS	PIEDRAS	1655	1140
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	DR L PASTEUR	286	1028
CORDOBA	COLON	JESUS MARIA	VICENTE AGUERO	V AGUERO	107	5220
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA REAL	VIRGILIO	2956	1419
BUENOS AIRES	RIVADAVIA	AMERICA		SAN MARTIN	161	6237
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	J SALGUERO	2142	1425
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	AVDA MANUEL BELGRANO	615	1092
JUJUY	DR MANUEL BELGRANO	SAN SALVADOR DE JUJUY	CIUDAD DE NIEVA	ESPINOSA	622	4600
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	GRAL JUAN LAVALLE	3161	1190
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	DR T DE ANCHORENA	1782	1425
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	AV JUJUY	337	1083
CORDOBA	CAPITAL	CORDOBA	SAN MARTIN	OBISPO J EUSEBIO COLOMBRES	974	5000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	URUGUAY	252	1015
BUENOS AIRES	SAN ISIDRO	SAN ISIDRO		CNEL CETZ	470	1642
MISIONES	MONTECARLO	PUERTO PIRAY		CERRO LAS MARIAS S/N		3381
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	AV DEL LIBERTADOR	2349	1425
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA GENERAL MITRE	ALFREDO R BUFANO	1434	1416
BUENOS AIRES	PRESIDENTE PERON	GUERNICA		CALLE 104	190	1862
BUENOS AIRES	SAN ISIDRO	MARTINEZ		LIBERTAD	877	1640
BUENOS AIRES	ESCOBAR	BELEN DE ESCOBAR		ESTRADA	842	1625
BUENOS AIRES	LA MATANZA	SAN JUSTO		ALMAFUERTE	3541	1754
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	LIBERTAD	1370	1016
BUENOS AIRES	GENERAL SAN MARTIN	VILLA BALLESTER		WASHINGTON	2863	1653
BUENOS AIRES		CAMPANA		ROCA	213	2804
BUENOS AIRES	LANUS	LANUS OESTE	VILLA ARGERICH	AV GRAL SAN MARTIN	1658	1824
BUENOS AIRES	LANUS	MONTE CHINGOLO	MONTE CHINGOLO	CAZON	1257	1825
BUENOS AIRES	VICENTE LOPEZ	FLORIDA		CARLOS F MELO	2254	1602
CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		SAENZ PEAA ROQUE		1388
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEVOTO	A VALLEJOS	4236	1419
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONTE CASTRO	SANABRIA	1871	1407
BUENOS AIRES	ENSENADA	ENSENADA	PROGRESO	QUINTANA	218	1925
SAN JUAN		SAN JUAN		MITRE		5400
MENDOZA	LUJAN DE CUYO	LUJAN DE CUYO		ESPAÑA	826	5507
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	GRAL JUAN JOSE VIAMONTE	1422	1055
BUENOS AIRES	TANDIL	TANDIL		LOS PINOS	345	7000
BUENOS AIRES	LANUS	REMEDIOS DE ESCALADA	LOS TALLERES	GRAL JUAN PEDERNERA	3464	1826
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	DOMINGO F SARMIENTO	2222	1044
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AGUERO	1262	1425
SALTA	CAPITAL	SALTA	BELGRANO	12 DE OCTUBRE	75	4400
BUENOS AIRES		GENERAL SAN MARTIN		MATHEU	2308	1650
TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	SUTIAGA	CNEL OLLEROS	2154	4000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	AV CERVIÑO	3746	1425
MENDOZA	MAIPU	GENERAL GUTIERREZ		AV J AGUSTIN MAZA	4086	5511
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	NUEVA POMPEYA	AV FERNANDEZ DE LA CRUZ	1180	1437
CORDOBA	CAPITAL	CORDOBA	CENTRO	ITUZAINGO	87	5000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	GRAL JUAN JOSE VIAMONTE	640	1053
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE PATRICIOS	AV CASEROS	2118	1264
SANTA FE	ROSARIO	ROSARIO	CENTRO	E ZEBALLOS	1059	2000
BUENOS AIRES	LANUS	VALENTIN ALSINA	VALENTIN ALSINA	FLORIDA	427	1822
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	PRES LUIS SAENZ PEÑA	352	1110
